N, O1, O2, O3
1249, 0.00009999, 0.00000000, 0.00009999
1250, 0.00000000, 0.00000000, 0.00009999
1251, 0.00000000, 0.00000000, 0.00000000
1252, 0.00000000, 0.00000000, 0.00010002
1253, 0.00000000, 0.00000000, 0.00010049
1254, 0.00000000, 0.00000000, 0.00009952
1255, 0.00000000, 0.00000000, 0.00010002
1256, 0.00000000, 0.00000000, 0.00010223
1257, 0.00000000, 0.00000000, 0.00010002
1258, 0.00000000, 0.00000000, 0.00000000
1259, 0.00009997, 0.00000000, 0.00009999
1260, 0.00000000, 0.00000000, 0.00010002
1261, 0.00000000, 0.00000000, 0.00009997
1262, 0.00000000, 0.00000000, 0.00010002
1263, 0.00000000, 0.00000000, 0.00009999
1264, 0.00000000, 0.00000000, 0.00000000
1265, 0.00000000, 0.00000000, 0.00010002
1266, 0.00000000, 0.00000000, 0.00009999
1267, 0.00000000, 0.00000000, 0.00010002
1268, 0.00000000, 0.00000000, 0.00009997
1269, 0.00000000, 0.00000000, 0.00010002
1270, 0.00000000, 0.00000000, 0.00010002
1271, 0.00000000, 0.00000000, 0.00000000
1272, 0.00000000, 0.00000000, 0.00010004
1273, 0.00000000, 0.00000000, 0.00009992
1274, 0.00000000, 0.00000000, 0.00010004
1275, 0.00000000, 0.00000000, 0.00009995
1276, 0.00000000, 0.00000000, 0.00010004
1277, 0.00009999, 0.00000000, 0.00000000
1278, 0.00000000, 0.00010002, 0.00000000
1279, 0.00009997, 0.00000000, 0.00012221
1280, 0.00000000, 0.00000000, 0.00007789
1281, 0.00000000, 0.00000000, 0.00009992
1282, 0.00000000, 0.00000000, 0.00009999
1283, 0.00009999, 0.00000000, 0.00000000
1284, 0.00000000, 0.00000000, 0.00009999
1285, 0.00000000, 0.00000000, 0.00010002
1286, 0.00000000, 0.00000000, 0.00000000
1287, 0.00000000, 0.00000000, 0.00010142
1288, 0.00000000, 0.00000000, 0.00009997
1289, 0.00010002, 0.00000000, 0.00009999
1290, 0.00000000, 0.00000000, 0.00010004
1291, 0.00009995, 0.00000000, 0.00010004
1292, 0.00000000, 0.00000000, 0.00000000
1293, 0.00000000, 0.00000000, 0.00012317
1294, 0.00000000, 0.00000000, 0.00007691
1295, 0.00000000, 0.00000000, 0.00009990
1296, 0.00000000, 0.00000000, 0.00010002
1297, 0.00009999, 0.00000000, 0.00010002
1298, 0.00000000, 0.00000000, 0.00009997
1299, 0.00000000, 0.00000000, 0.00000000
1300, 0.00000000, 0.00000000, 0.00010278
1301, 0.00009813, 0.00000000, 0.00010200
1302, 0.00000000, 0.00000000, 0.00009987
1303, 0.00009999, 0.00000000, 0.00009999
1304, 0.00000000, 0.00000000, 0.00010002
1305, 0.00000000, 0.00000000, 0.00009999
1306, 0.00000000, 0.00000000, 0.00009999
1307, 0.00000000, 0.00000000, 0.00013082
1308, 0.00000000, 0.00000000, 0.00006921
1309, 0.00000000, 0.00000000, 0.00009997
1310, 0.00000000, 0.00000000, 0.00010002
1311, 0.00000000, 0.00000000, 0.00009999
1312, 0.00000000, 0.00000000, 0.00000000
1313, 0.00000000, 0.00000000, 0.00015271
1314, 0.00000000, 0.00000000, 0.00010214
1315, 0.00000000, 0.00000000, 0.00009885
1316, 0.00000000, 0.00000000, 0.00010006
1317, 0.00000000, 0.00000000, 0.00000000
1318, 0.00000000, 0.00009980, 0.00000000
1319, 0.00009987, 0.00000000, 0.00010035
1320, 0.00000000, 0.00000000, 0.00009999
1321, 0.00010152, 0.00000000, 0.00009909
1322, 0.00000000, 0.00000000, 0.00010109
1323, 0.00000000, 0.00000000, 0.00009983
1324, 0.00000000, 0.00000000, 0.00009997
1325, 0.00000000, 0.00000000, 0.00009999
1326, 0.00000000, 0.00000000, 0.00009999
1327, 0.00020006, 0.00000000, 0.00009816
1328, 0.00000000, 0.00000000, 0.00010178
1329, 0.00000000, 0.00000000, 0.00009999
1330, 0.00000000, 0.00000000, 0.00010002
1331, 0.00000000, 0.00000000, 0.00009999
1332, 0.00000000, 0.00000000, 0.00000000
1333, 0.00000000, 0.00009999, 0.00000000
1334, 0.00000000, 0.00000000, 0.00010004
1335, 0.00000000, 0.00000000, 0.00009995
1336, 0.00009830, 0.00000000, 0.00000000
1337, 0.00000000, 0.00000000, 0.00010183
1338, 0.00000000, 0.00000000, 0.00009992
1339, 0.00000000, 0.00000000, 0.00009999
1340, 0.00000000, 0.00000000, 0.00009999
1341, 0.00000000, 0.00000000, 0.00009999
1342, 0.00000000, 0.00000000, 0.00010002
1343, 0.00000000, 0.00000000, 0.00010009
1344, 0.00000000, 0.00000000, 0.00009995
1345, 0.00000000, 0.00000000, 0.00009995
1346, 0.00000000, 0.00000000, 0.00009999
1347, 0.00000000, 0.00000000, 0.00009999
1348, 0.00000000, 0.00000000, 0.00010002
1349, 0.00000000, 0.00000000, 0.00000000
1350, 0.00000000, 0.00000000, 0.00009997
1351, 0.00000000, 0.00000000, 0.00010023
1352, 0.00000000, 0.00000000, 0.00009789
1353, 0.00000000, 0.00000000, 0.00010228
1354, 0.00000000, 0.00000000, 0.00009968
1355, 0.00000000, 0.00000000, 0.00010016
1356, 0.00000000, 0.00000000, 0.00009995
1357, 0.00000000, 0.00000000, 0.00010061
1358, 0.00000000, 0.00000000, 0.00009990
1359, 0.00000000, 0.00000000, 0.00009937
1360, 0.00009813, 0.00000000, 0.00000000
1361, 0.00020072, 0.00000000, 0.00019965
1362, 0.00000000, 0.00000000, 0.00000000
1363, 0.00009971, 0.00000000, 0.00000000
1364, 0.00000000, 0.00000000, 0.00009990
1365, 0.00000000, 0.00000000, 0.00009995
1366, 0.00000000, 0.00000000, 0.00010021
1367, 0.00009997, 0.00000000, 0.00009975
1368, 0.00000000, 0.00000000, 0.00010059
1369, 0.00000000, 0.00000000, 0.00020003
1370, 0.00000000, 0.00000000, 0.00010006
1371, 0.00000000, 0.00000000, 0.00009935
1372, 0.00000000, 0.00000000, 0.00010026
1373, 0.00010176, 0.00000000, 0.00009995
1374, 0.00000000, 0.00000000, 0.00009997
1375, 0.00000000, 0.00000000, 0.00010002
1376, 0.00000000, 0.00000000, 0.00009999
1377, 0.00000000, 0.00000000, 0.00010047
1378, 0.00000000, 0.00000000, 0.00009763
1379, 0.00000000, 0.00000000, 0.00010004
1380, 0.00000000, 0.00000000, 0.00010209
1381, 0.00009978, 0.00000000, 0.00009816
1382, 0.00000000, 0.00000000, 0.00000000
1383, 0.00000000, 0.00010018, 0.00010026
1384, 0.00000000, 0.00000000, 0.00009983
1385, 0.00000000, 0.00000000, 0.00010033
1386, 0.00000000, 0.00000000, 0.00010014
1387, 0.00000000, 0.00000000, 0.00009971
1388, 0.00000000, 0.00000000, 0.00009921
1389, 0.00000000, 0.00000000, 0.00010018
1390, 0.00000000, 0.00000000, 0.00010114
1391, 0.00000000, 0.00000000, 0.00010178
1392, 0.00000000, 0.00000000, 0.00009952
1393, 0.00000000, 0.00000000, 0.00010018
1394, 0.00000000, 0.00000000, 0.00010147
1395, 0.00000000, 0.00000000, 0.00009985
1396, 0.00000000, 0.00000000, 0.00010002
1397, 0.00000000, 0.00000000, 0.00009999
1398, 0.00000000, 0.00000000, 0.00009909
1399, 0.00010142, 0.00000000, 0.00009966
1400, 0.00000000, 0.00000000, 0.00010037
1401, 0.00000000, 0.00000000, 0.00009775
1402, 0.00000000, 0.00000000, 0.00010233
1403, 0.00000000, 0.00000000, 0.00009773
1404, 0.00000000, 0.00000000, 0.00015118
1405, 0.00000000, 0.00000000, 0.00010145
1406, 0.00000000, 0.00000000, 0.00009990
1407, 0.00000000, 0.00000000, 0.00010183
1408, 0.00000000, 0.00000000, 0.00009990
1409, 0.00009999, 0.00000000, 0.00010002
1410, 0.00000000, 0.00000000, 0.00009997
1411, 0.00000000, 0.00000000, 0.00010002
1412, 0.00000000, 0.00000000, 0.00009947
1413, 0.00000000, 0.00000000, 0.00009918
1414, 0.00000000, 0.00000000, 0.00010157
1415, 0.00000000, 0.00000000, 0.00009856
1416, 0.00000000, 0.00000000, 0.00010142
1417, 0.00000000, 0.00000000, 0.00009987
1418, 0.00000000, 0.00000000, 0.00009856
1419, 0.00000000, 0.00000000, 0.00010056
1420, 0.00000000, 0.00000000, 0.00010087
1421, 0.00000000, 0.00000000, 0.00009992
1422, 0.00000000, 0.00000000, 0.00009999
1423, 0.00010002, 0.00000000, 0.00009997
1424, 0.00000000, 0.00000000, 0.00009837
1425, 0.00000000, 0.00000000, 0.00010192
1426, 0.00000000, 0.00000000, 0.00009980
1427, 0.00009992, 0.00000000, 0.00019865
1428, 0.00000000, 0.00000000, 0.00020189
1429, 0.00010047, 0.00000000, 0.00019753
1430, 0.00000000, 0.00000000, 0.00020027
1431, 0.00000000, 0.00000000, 0.00009937
1432, 0.00000000, 0.00000000, 0.00010033
1433, 0.00010099, 0.00000000, 0.00009992
1434, 0.00000000, 0.00000000, 0.00009868
1435, 0.00000000, 0.00000000, 0.00010190
1436, 0.00000000, 0.00000000, 0.00010006
1437, 0.00000000, 0.00000000, 0.00019891
1438, 0.00000000, 0.00000000, 0.00010026
1439, 0.00009942, 0.00000000, 0.00009935
1440, 0.00000000, 0.00000000, 0.00009980
1441, 0.00000000, 0.00000000, 0.00010247
1442, 0.00000000, 0.00000000, 0.00010021
1443, 0.00000000, 0.00000000, 0.00009840
1444, 0.00000000, 0.00000000, 0.00009954
1445, 0.00000000, 0.00000000, 0.00010176
1446, 0.00000000, 0.00000000, 0.00009987
1447, 0.00009995, 0.00000000, 0.00010004
1448, 0.00000000, 0.00000000, 0.00010009
1449, 0.00000000, 0.00000000, 0.00019834
1450, 0.00000000, 0.00000000, 0.00010042
1451, 0.00010049, 0.00000000, 0.00010016
1452, 0.00000000, 0.00000000, 0.00009859
1453, 0.00020096, 0.00000000, 0.00009899
1454, 0.00000000, 0.00000000, 0.00009985
1455, 0.00000000, 0.00000000, 0.00009985
1456, 0.00000000, 0.00000000, 0.00009997
1457, 0.00000000, 0.00000000, 0.00009999
1458, 0.00000000, 0.00000000, 0.00009999
1459, 0.00010002, 0.00000000, 0.00009997
1460, 0.00000000, 0.00000000, 0.00010071
1461, 0.00000000, 0.00000000, 0.00010004
1462, 0.00000000, 0.00000000, 0.00009933
1463, 0.00000000, 0.00000000, 0.00010061
1464, 0.00000000, 0.00000000, 0.00010068
1465, 0.00000000, 0.00000000, 0.00009925
1466, 0.00000000, 0.00000000, 0.00010030
1467, 0.00000000, 0.00000000, 0.00009959
1468, 0.00000000, 0.00000000, 0.00009954
1469, 0.00000000, 0.00000000, 0.00009997
1470, 0.00000000, 0.00000000, 0.00010004
1471, 0.00009995, 0.00000000, 0.00009999
1472, 0.00000000, 0.00000000, 0.00010047
1473, 0.00000000, 0.00000000, 0.00009999
1474, 0.00000000, 0.00000000, 0.00009999
1475, 0.00000000, 0.00000000, 0.00010092
1476, 0.00000000, 0.00000000, 0.00009954
1477, 0.00000000, 0.00000000, 0.00009985
1478, 0.00000000, 0.00000000, 0.00020077
1479, 0.00000000, 0.00000000, 0.00010002
1480, 0.00000000, 0.00000000, 0.00010171
1481, 0.00009954, 0.00000000, 0.00009987
1482, 0.00000000, 0.00000000, 0.00010002
1483, 0.00020001, 0.00000000, 0.00005319
1484, 0.00000000, 0.00000000, 0.00010293
1485, 0.00000000, 0.00000000, 0.00009999
1486, 0.00000000, 0.00000000, 0.00029824
1487, 0.00009980, 0.00000000, 0.00009975
1488, 0.00000000, 0.00000000, 0.00009997
1489, 0.00010147, 0.00000000, 0.00009942
1490, 0.00000000, 0.00000000, 0.00019996
1491, 0.00000000, 0.00000000, 0.00010023
1492, 0.00000000, 0.00000000, 0.00009923
1493, 0.00009971, 0.00000000, 0.00009995
1494, 0.00000000, 0.00000000, 0.00009999
1495, 0.00000000, 0.00000000, 0.00009999
1496, 0.00000000, 0.00000000, 0.00010002
1497, 0.00000000, 0.00000000, 0.00010147
1498, 0.00000000, 0.00000000, 0.00009863
1499, 0.00009995, 0.00000000, 0.00009997
1500, 0.00000000, 0.00000000, 0.00009999
1501, 0.00000000, 0.00000000, 0.00030107
1502, 0.00000000, 0.00000000, 0.00009978
1503, 0.00000000, 0.00000000, 0.00010183
1504, 0.00000000, 0.00000000, 0.00009964
1505, 0.00000000, 0.00000000, 0.00009997
1506, 0.00000000, 0.00000000, 0.00010033
1507, 0.00000000, 0.00000000, 0.00019975
1508, 0.00000000, 0.00000000, 0.00009997
1509, 0.00000000, 0.00000000, 0.00009995
1510, 0.00000000, 0.00000000, 0.00020008
1511, 0.00011246, 0.00000000, 0.00018594
1512, 0.00000000, 0.00000000, 0.00010040
1513, 0.00000000, 0.00000000, 0.00009897
1514, 0.00000000, 0.00000000, 0.00009997
1515, 0.00000000, 0.00000000, 0.00010037
1516, 0.00000000, 0.00000000, 0.00010016
1517, 0.00000000, 0.00000000, 0.00010190
1518, 0.00000000, 0.00000000, 0.00019975
1519, 0.00000000, 0.00000000, 0.00009997
1520, 0.00000000, 0.00000000, 0.00009816
1521, 0.00000000, 0.00000000, 0.00010235
1522, 0.00000000, 0.00000000, 0.00009949
1523, 0.00009999, 0.00000000, 0.00009999
1524, 0.00000000, 0.00000000, 0.00010002
1525, 0.00000000, 0.00000000, 0.00009813
1526, 0.00000000, 0.00000000, 0.00010011
1527, 0.00000000, 0.00000000, 0.00020039
1528, 0.00000000, 0.00000000, 0.00010164
1529, 0.00000000, 0.00000000, 0.00009971
1530, 0.00000000, 0.00000000, 0.00009999
1531, 0.00010004, 0.00000000, 0.00009997
1532, 0.00000000, 0.00000000, 0.00010002
1533, 0.00000000, 0.00000000, 0.00010002
1534, 0.00000000, 0.00000000, 0.00009997
1535, 0.00000000, 0.00000000, 0.00009999
1536, 0.00000000, 0.00000000, 0.00010002
1537, 0.00000000, 0.00000000, 0.00009999
1538, 0.00000000, 0.00000000, 0.00009999
1539, 0.00000000, 0.00000000, 0.00009999
1540, 0.00000000, 0.00000000, 0.00020034
1541, 0.00000000, 0.00000000, 0.00009792
1542, 0.00000000, 0.00000000, 0.00010202
1543, 0.00009973, 0.00000000, 0.00009999
1544, 0.00000000, 0.00000000, 0.00010002
1545, 0.00000000, 0.00000000, 0.00009999
1546, 0.00000000, 0.00000000, 0.00020001
1547, 0.00000000, 0.00000000, 0.00010281
1548, 0.00000000, 0.00000000, 0.00009999
1549, 0.00010002, 0.00000000, 0.00009997
1550, 0.00000000, 0.00000000, 0.00010002
1551, 0.00000000, 0.00000000, 0.00009859
1552, 0.00000000, 0.00000000, 0.00010142
1553, 0.00010047, 0.00000000, 0.00019803
1554, 0.00000000, 0.00000000, 0.00010149
1555, 0.00000000, 0.00000000, 0.00009999
1556, 0.00000000, 0.00000000, 0.00011370
1557, 0.00000000, 0.00000000, 0.00008628
1558, 0.00000000, 0.00000000, 0.00015271
1559, 0.00020123, 0.00000000, 0.00010023
1560, 0.00000000, 0.00000000, 0.00009673
1561, 0.00000000, 0.00000000, 0.00010102
1562, 0.00000000, 0.00000000, 0.00010083
1563, 0.00000000, 0.00000000, 0.00009997
1564, 0.00000000, 0.00000000, 0.00009997
1565, 0.00000000, 0.00000000, 0.00010033
1566, 0.00000000, 0.00000000, 0.00009925
1567, 0.00019922, 0.00000000, 0.00009999
1568, 0.00000000, 0.00000000, 0.00009999
1569, 0.00000000, 0.00000000, 0.00010085
1570, 0.00000000, 0.00000000, 0.00009952
1571, 0.00009985, 0.00000000, 0.00020006
1572, 0.00000000, 0.00000000, 0.00010014
1573, 0.00000000, 0.00000000, 0.00009992
1574, 0.00000000, 0.00000000, 0.00009997
1575, 0.00000000, 0.00000000, 0.00010006
1576, 0.00000000, 0.00000000, 0.00009997
1577, 0.00000000, 0.00000000, 0.00020242
1578, 0.00000000, 0.00000000, 0.00019832
1579, 0.00009971, 0.00000000, 0.00009973
1580, 0.00000000, 0.00000000, 0.00010021
1581, 0.00000000, 0.00000000, 0.00009964
1582, 0.00000000, 0.00000000, 0.00009980
1583, 0.00010021, 0.00000000, 0.00020030
1584, 0.00000000, 0.00000000, 0.00010164
1585, 0.00000000, 0.00000000, 0.00009809
1586, 0.00000000, 0.00000000, 0.00010188
1587, 0.00000000, 0.00000000, 0.00000000
1588, 0.00000000, 0.00000000, 0.00019939
1589, 0.00000000, 0.00000000, 0.00010095
1590, 0.00000000, 0.00000000, 0.00009966
1591, 0.00000000, 0.00000000, 0.00019999
1592, 0.00000000, 0.00000000, 0.00009999
1593, 0.00000000, 0.00000000, 0.00010002
1594, 0.00000000, 0.00000000, 0.00009999
1595, 0.00000000, 0.00000000, 0.00009999
1596, 0.00000000, 0.00000000, 0.00009999
1597, 0.00010016, 0.00000000, 0.00009985
1598, 0.00000000, 0.00000000, 0.00009999
1599, 0.00000000, 0.00000000, 0.00010002
1600, 0.00000000, 0.00000000, 0.00010002
1601, 0.00020010, 0.00000000, 0.00009847
1602, 0.00000000, 0.00000000, 0.00010166
1603, 0.00000000, 0.00000000, 0.00019825
1604, 0.00000000, 0.00000000, 0.00009968
1605, 0.00000000, 0.00000000, 0.00010002
1606, 0.00000000, 0.00000000, 0.00010033
1607, 0.00009961, 0.00000000, 0.00009983
1608, 0.00000000, 0.00000000, 0.00010016
1609, 0.00019979, 0.00000000, 0.00010006
1610, 0.00000000, 0.00000000, 0.00010102
1611, 0.00000000, 0.00000000, 0.00019939
1612, 0.00000000, 0.00000000, 0.00020022
1613, 0.00030069, 0.00000000, 0.00009923
1614, 0.00000000, 0.00000000, 0.00009995
1615, 0.00000000, 0.00000000, 0.00019994
1616, 0.00000000, 0.00000000, 0.00020118
1617, 0.00000000, 0.00000000, 0.00019999
1618, 0.00000000, 0.00000000, 0.00020001
1619, 0.00019991, 0.00000000, 0.00030084
1620, 0.00000000, 0.00000000, 0.00019968
1621, 0.00019951, 0.00005164, 0.00010159
1622, 0.00000000, 0.00010035, 0.00009928
1623, 0.00000000, 0.00000000, 0.00010004
1624, 0.00000000, 0.00000000, 0.00019979
1625, 0.00000000, 0.00000000, 0.00010054
1626, 0.00000000, 0.00000000, 0.00009999
1627, 0.00020008, 0.00000000, 0.00010405
1628, 0.00000000, 0.00000000, 0.00009789
1629, 0.00000000, 0.00000000, 0.00009956
1630, 0.00000000, 0.00000000, 0.00009999
1631, 0.00000000, 0.00000000, 0.00010002
1632, 0.00000000, 0.00000000, 0.00009997
1633, 0.00000000, 0.00000000, 0.00010002
1634, 0.00000000, 0.00000000, 0.00020003
1635, 0.00000000, 0.00000000, 0.00009999
1636, 0.00000000, 0.00000000, 0.00010002
1637, 0.00009997, 0.00000000, 0.00010002
1638, 0.00000000, 0.00000000, 0.00010002
1639, 0.00000000, 0.00000000, 0.00019834
1640, 0.00000000, 0.00000000, 0.00009956
1641, 0.00000000, 0.00000000, 0.00010002
1642, 0.00000000, 0.00000000, 0.00019979
1643, 0.00000000, 0.00000000, 0.00010002
1644, 0.00000000, 0.00000000, 0.00010004
1645, 0.00000000, 0.00000000, 0.00010002
1646, 0.00000000, 0.00000000, 0.00009992
1647, 0.00000000, 0.00000000, 0.00010004
1648, 0.00000000, 0.00000000, 0.00010002
1649, 0.00000000, 0.00000000, 0.00010002
1650, 0.00000000, 0.00000000, 0.00009999
1651, 0.00000000, 0.00000000, 0.00019999
1652, 0.00000000, 0.00000000, 0.00010009
1653, 0.00000000, 0.00000000, 0.00020053
1654, 0.00000000, 0.00000000, 0.00009959
1655, 0.00000000, 0.00000000, 0.00010076
1656, 0.00000000, 0.00000000, 0.00009944
1657, 0.00019977, 0.00000000, 0.00010011
1658, 0.00000000, 0.00000000, 0.00010004
1659, 0.00000000, 0.00000000, 0.00009997
1660, 0.00000000, 0.00000000, 0.00010018
1661, 0.00000000, 0.00000000, 0.00009983
1662, 0.00000000, 0.00000000, 0.00009997
1663, 0.00019987, 0.00000000, 0.00010006
1664, 0.00000000, 0.00000000, 0.00020227
1665, 0.00000000, 0.00000000, 0.00009985
1666, 0.00000000, 0.00000000, 0.00009992
1667, 0.00009997, 0.00000000, 0.00019999
1668, 0.00000000, 0.00000000, 0.00010002
1669, 0.00009999, 0.00000000, 0.00010004
1670, 0.00000000, 0.00000000, 0.00009997
1671, 0.00000000, 0.00000000, 0.00009999
1672, 0.00000000, 0.00000000, 0.00009999
1673, 0.00000000, 0.00000000, 0.00010009
1674, 0.00000000, 0.00000000, 0.00010002
1675, 0.00000000, 0.00000000, 0.00019906
1676, 0.00000000, 0.00000000, 0.00010002
1677, 0.00000000, 0.00000000, 0.00020101
1678, 0.00000000, 0.00000000, 0.00009997
1679, 0.00000000, 0.00000000, 0.00009997
1680, 0.00000000, 0.00000000, 0.00009999
1681, 0.00000000, 0.00000000, 0.00009999
1682, 0.00000000, 0.00000000, 0.00010002
1683, 0.00000000, 0.00000000, 0.00020280
1684, 0.00000000, 0.00000000, 0.00009999
1685, 0.00000000, 0.00000000, 0.00009997
1686, 0.00000000, 0.00000000, 0.00009999
1687, 0.00000000, 0.00000000, 0.00009999
1688, 0.00000000, 0.00000000, 0.00009999
1689, 0.00000000, 0.00000000, 0.00019839
1690, 0.00000000, 0.00000000, 0.00009995
1691, 0.00000000, 0.00000000, 0.00009999
1692, 0.00000000, 0.00000000, 0.00009949
1693, 0.00019989, 0.00000000, 0.00010004
1694, 0.00000000, 0.00000000, 0.00000000
1695, 0.00000000, 0.00000000, 0.00015049
1696, 0.00000000, 0.00000000, 0.00020061
1697, 0.00009999, 0.00000000, 0.00010002
1698, 0.00000000, 0.00000000, 0.00009999
1699, 0.00019996, 0.00000000, 0.00010004
1700, 0.00000000, 0.00000000, 0.00010040
1701, 0.00000000, 0.00000000, 0.00010056
1702, 0.00000000, 0.00000000, 0.00009990
1703, 0.00000000, 0.00000000, 0.00019915
1704, 0.00000000, 0.00000000, 0.00010002
1705, 0.00000000, 0.00000000, 0.00010002
1706, 0.00000000, 0.00000000, 0.00009997
1707, 0.00000000, 0.00000000, 0.00009999
1708, 0.00000000, 0.00000000, 0.00009999
1709, 0.00019996, 0.00000000, 0.00010004
1710, 0.00000000, 0.00000000, 0.00010040
1711, 0.00000000, 0.00000000, 0.00009973
1712, 0.00000000, 0.00000000, 0.00009990
1713, 0.00000000, 0.00000000, 0.00020065
1714, 0.00000000, 0.00000000, 0.00010026
1715, 0.00000000, 0.00000000, 0.00009952
1716, 0.00000000, 0.00000000, 0.00009961
1717, 0.00000000, 0.00000000, 0.00019996
1718, 0.00000000, 0.00000000, 0.00009997
1719, 0.00000000, 0.00000000, 0.00010002
1720, 0.00000000, 0.00000000, 0.00009999
1721, 0.00009999, 0.00000000, 0.00009999
1722, 0.00000000, 0.00000000, 0.00020049
1723, 0.00009978, 0.00000000, 0.00019979
1724, 0.00000000, 0.00000000, 0.00010014
1725, 0.00000000, 0.00000000, 0.00010045
1726, 0.00000000, 0.00000000, 0.00009973
1727, 0.00000000, 0.00000000, 0.00010011
1728, 0.00000000, 0.00000000, 0.00019951
1729, 0.00000000, 0.00000000, 0.00010004
1730, 0.00000000, 0.00000000, 0.00009997
1731, 0.00000000, 0.00000000, 0.00010004
1732, 0.00000000, 0.00000000, 0.00009999
1733, 0.00020001, 0.00000000, 0.00010135
1734, 0.00000000, 0.00000000, 0.00010009
1735, 0.00000000, 0.00000000, 0.00010142
1736, 0.00000000, 0.00000000, 0.00019891
1737, 0.00000000, 0.00000000, 0.00009999
1738, 0.00000000, 0.00000000, 0.00009940
1739, 0.00009964, 0.00000000, 0.00009964
1740, 0.00000000, 0.00000000, 0.00009999
1741, 0.00009995, 0.00000000, 0.00009999
1742, 0.00000000, 0.00000000, 0.00020006
1743, 0.00000000, 0.00000000, 0.00010037
1744, 0.00000000, 0.00000000, 0.00009961
1745, 0.00000000, 0.00000000, 0.00009999
1746, 0.00000000, 0.00000000, 0.00010004
1747, 0.00019989, 0.00000000, 0.00010033
1748, 0.00000000, 0.00000000, 0.00009985
1749, 0.00000000, 0.00000000, 0.00010035
1750, 0.00000000, 0.00000000, 0.00019956
1751, 0.00000000, 0.00000000, 0.00010002
1752, 0.00000000, 0.00000000, 0.00009997
1753, 0.00009999, 0.00000000, 0.00020072
1754, 0.00000000, 0.00000000, 0.00020061
1755, 0.00000000, 0.00000000, 0.00019972
1756, 0.00000000, 0.00000000, 0.00010006
1757, 0.00000000, 0.00000000, 0.00009995
1758, 0.00000000, 0.00000000, 0.00010002
1759, 0.00020175, 0.00000000, 0.00009902
1760, 0.00000000, 0.00000000, 0.00019925
1761, 0.00000000, 0.00000000, 0.00009997
1762, 0.00000000, 0.00000000, 0.00009999
1763, 0.00000000, 0.00000000, 0.00010002
1764, 0.00000000, 0.00000000, 0.00015104
1765, 0.00000000, 0.00000000, 0.00010076
1766, 0.00000000, 0.00000000, 0.00009992
1767, 0.00000000, 0.00000000, 0.00019996
1768, 0.00000000, 0.00000000, 0.00010009
1769, 0.00000000, 0.00000000, 0.00009995
1770, 0.00000000, 0.00000000, 0.00009999
1771, 0.00000000, 0.00000000, 0.00010021
1772, 0.00000000, 0.00000000, 0.00010040
1773, 0.00000000, 0.00000000, 0.00009990
1774, 0.00000000, 0.00000000, 0.00009971
1775, 0.00000000, 0.00000000, 0.00009992
1776, 0.00000000, 0.00000000, 0.00020058
1777, 0.00009959, 0.00000000, 0.00009999
1778, 0.00000000, 0.00000000, 0.00010011
1779, 0.00000000, 0.00000000, 0.00019991
1780, 0.00000000, 0.00000000, 0.00010002
1781, 0.00000000, 0.00000000, 0.00019996
1782, 0.00000000, 0.00000000, 0.00010068
1783, 0.00019991, 0.00000000, 0.00009944
1784, 0.00000000, 0.00000000, 0.00019989
1785, 0.00000000, 0.00000000, 0.00010066
1786, 0.00000000, 0.00000000, 0.00009925
1787, 0.00019987, 0.00000000, 0.00010002
1788, 0.00000000, 0.00000000, 0.00010006
1789, 0.00009997, 0.00000000, 0.00009997
1790, 0.00010004, 0.00000000, 0.00009997
1791, 0.00000000, 0.00000000, 0.00010023
1792, 0.00000000, 0.00000000, 0.00020096
1793, 0.00000000, 0.00000000, 0.00009947
1794, 0.00000000, 0.00000000, 0.00019932
1795, 0.00000000, 0.00000000, 0.00010083
1796, 0.00000000, 0.00000000, 0.00019941
1797, 0.00000000, 0.00000000, 0.00010006
1798, 0.00000000, 0.00000000, 0.00010009
1799, 0.00000000, 0.00000000, 0.00019984
1800, 0.00000000, 0.00000000, 0.00010011
1801, 0.00019989, 0.00000000, 0.00010002
1802, 0.00000000, 0.00000000, 0.00020041
1803, 0.00000000, 0.00000000, 0.00019994
1804, 0.00000000, 0.00000000, 0.00010021
1805, 0.00000000, 0.00000000, 0.00009952
1806, 0.00000000, 0.00000000, 0.00019975
1807, 0.00000000, 0.00000000, 0.00010231
1808, 0.00000000, 0.00000000, 0.00009992
1809, 0.00000000, 0.00000000, 0.00009999
1810, 0.00000000, 0.00000000, 0.00020001
1811, 0.00010002, 0.00000000, 0.00009997
1812, 0.00000000, 0.00000000, 0.00020032
1813, 0.00000000, 0.00000000, 0.00019815
1814, 0.00000000, 0.00000000, 0.00000000
1815, 0.00000000, 0.00000000, 0.00019877
1816, 0.00000000, 0.00000000, 0.00010116
1817, 0.00000000, 0.00000000, 0.00009992
1818, 0.00000000, 0.00000000, 0.00010002
1819, 0.00000000, 0.00000000, 0.00019999
1820, 0.00000000, 0.00000000, 0.00009854
1821, 0.00000000, 0.00000000, 0.00010283
1822, 0.00000000, 0.00000000, 0.00009999
1823, 0.00020001, 0.00000000, 0.00009999
1824, 0.00000000, 0.00000000, 0.00019937
1825, 0.00000000, 0.00000000, 0.00009918
1826, 0.00000000, 0.00000000, 0.00029988
1827, 0.00000000, 0.00000000, 0.00020003
1828, 0.00000000, 0.00000000, 0.00010047
1829, 0.00000000, 0.00000000, 0.00009933
1830, 0.00000000, 0.00000000, 0.00021982
